,state,RFM_Score ,state_encoded,cluster
2888,NSW,0.8,0,0
2889,QLD,0.2,1,2
2890,NSW,0.1,0,0
2891,VIC,0.7,2,1
2892,VIC,0.2,2,1
2893,NSW,0.1,0,0
2894,QLD,0.6,1,2
2895,NSW,0.8,0,0
2896,VIC,0.1,2,1
2897,NSW,0.5,0,0
2898,VIC,0.1,2,1
2899,NSW,1.0,0,0
2900,NSW,0.5,0,0
2901,VIC,0.4,2,1
2902,NSW,0.0,0,0
2903,NSW,0.7,0,0
2904,NSW,0.4,0,0
2905,NSW,0.6,0,0
2906,NSW,0.9,0,0
2907,NSW,0.9,0,0
2908,QLD,0.4,1,2
2909,NSW,0.6,0,0
2910,NSW,0.4,0,0
2911,VIC,0.5,2,1
2912,QLD,1.0,1,2
2913,NSW,0.5,0,0
2914,QLD,0.6,1,2
2915,NSW,0.6,0,0
2916,NSW,0.3,0,0
2917,VIC,0.2,2,1
2918,NSW,0.1,0,0
2919,QLD,1.0,1,2
2920,NSW,0.7,0,0
2921,QLD,1.0,1,2
2922,VIC,0.8,2,1
2923,NSW,0.3,0,0
2924,NSW,0.6,0,0
2925,VIC,0.7,2,1
2926,NSW,0.9,0,0
2927,QLD,0.7,1,2
2928,NSW,0.5,0,0
2929,VIC,0.6,2,1
2930,NSW,0.9,0,0
2931,NSW,0.6,0,0
2932,NSW,0.4,0,0
2933,VIC,0.7,2,1
2934,VIC,1.0,2,1
2935,NSW,0.0,0,0
2936,VIC,0.9,2,1
2937,NSW,0.6,0,0
2938,NSW,0.7,0,0
2939,NSW,1.0,0,0
2940,QLD,1.0,1,2
2941,VIC,0.8,2,1
2942,NSW,0.5,0,0
2943,NSW,0.7,0,0
2944,VIC,0.2,2,1
2945,VIC,0.6,2,1
2946,VIC,0.2,2,1
2947,VIC,0.1,2,1
2948,NSW,0.9,0,0
2949,QLD,1.0,1,2
2950,VIC,0.5,2,1
2951,NSW,0.5,0,0
2952,QLD,0.3,1,2
2953,NSW,0.5,0,0
2954,VIC,0.7,2,1
2955,NSW,0.5,0,0
2956,VIC,0.6,2,1
2957,QLD,0.7,1,2
2958,VIC,1.0,2,1
2959,NSW,0.3,0,0
2960,VIC,1.0,2,1
2961,QLD,0.5,1,2
2962,NSW,0.8,0,0
2963,QLD,0.7,1,2
2964,VIC,0.7,2,1
2965,NSW,0.6,0,0
2966,NSW,0.9,0,0
2967,NSW,0.1,0,0
2968,VIC,0.7,2,1
2969,NSW,0.8,0,0
2970,NSW,0.4,0,0
2971,QLD,0.3,1,2
2972,NSW,0.6,0,0
2973,NSW,0.4,0,0
2974,QLD,0.6,1,2
2975,NSW,0.3,0,0
2976,QLD,0.7,1,2
2977,NSW,0.9,0,0
2978,NSW,0.1,0,0
2979,QLD,0.1,1,2
2980,QLD,0.9,1,2
2981,VIC,0.5,2,1
2982,NSW,0.7,0,0
2983,NSW,0.4,0,0
2984,NSW,0.7,0,0
2985,NSW,0.6,0,0
2986,QLD,0.4,1,2
2987,QLD,0.4,1,2
2988,NSW,0.7,0,0
2989,NSW,0.7,0,0
2990,NSW,0.7,0,0
2991,NSW,0.7,0,0
2992,VIC,0.4,2,1
2993,VIC,0.7,2,1
2994,NSW,0.2,0,0
2995,NSW,0.4,0,0
2996,QLD,0.5,1,2
2997,VIC,0.5,2,1
2998,NSW,0.8,0,0
2999,QLD,0.7,1,2
3000,NSW,0.5,0,0
3001,QLD,1.0,1,2
3002,VIC,0.7,2,1
3003,NSW,0.7,0,0
3004,NSW,0.1,0,0
3005,NSW,0.8,0,0
3006,QLD,0.7,1,2
3007,NSW,0.3,0,0
3008,NSW,0.6,0,0
3009,NSW,0.8,0,0
3010,NSW,0.3,0,0
3011,VIC,0.7,2,1
3012,QLD,0.8,1,2
3013,VIC,0.9,2,1
3014,NSW,0.9,0,0
3015,VIC,0.9,2,1
3016,QLD,0.6,1,2
3017,VIC,0.7,2,1
3018,VIC,0.6,2,1
3019,QLD,0.2,1,2
3020,NSW,0.6,0,0
3021,NSW,0.3,0,0
3022,VIC,1.0,2,1
3023,VIC,1.0,2,1
3024,VIC,0.9,2,1
3025,VIC,0.0,2,1
3026,NSW,0.6,0,0
3027,NSW,0.8,0,0
3028,NSW,0.7,0,0
3029,NSW,0.4,0,0
3030,NSW,0.4,0,0
3031,NSW,0.5,0,0
3032,NSW,0.6,0,0
3033,NSW,0.1,0,0
3034,NSW,0.6,0,0
3035,NSW,0.9,0,0
3036,NSW,0.9,0,0
3037,VIC,0.1,2,1
3038,NSW,0.9,0,0
3039,NSW,0.1,0,0
3040,NSW,0.7,0,0
3041,VIC,0.2,2,1
3042,QLD,0.9,1,2
3043,NSW,0.4,0,0
3044,NSW,1.0,0,0
3045,NSW,0.5,0,0
3046,QLD,0.6,1,2
3047,NSW,0.8,0,0
3048,VIC,0.4,2,1
3049,NSW,0.3,0,0
3050,VIC,0.9,2,1
3051,VIC,0.5,2,1
3052,NSW,0.5,0,0
3053,NSW,0.8,0,0
3054,QLD,0.6,1,2
3055,QLD,0.8,1,2
3056,NSW,0.4,0,0
3057,NSW,0.5,0,0
3058,VIC,0.1,2,1
3059,VIC,0.7,2,1
3060,NSW,0.7,0,0
3061,NSW,0.2,0,0
3062,VIC,0.9,2,1
3063,QLD,0.9,1,2
3064,NSW,0.4,0,0
3065,VIC,0.7,2,1
3066,NSW,0.3,0,0
3067,QLD,0.7,1,2
3068,NSW,0.4,0,0
3069,NSW,0.4,0,0
3070,VIC,0.9,2,1
3071,QLD,0.6,1,2
3072,NSW,1.0,0,0
3073,QLD,0.1,1,2
3074,NSW,0.9,0,0
3075,NSW,0.5,0,0
3076,VIC,0.5,2,1
3077,QLD,0.9,1,2
3078,VIC,0.0,2,1
3079,VIC,0.6,2,1
3080,NSW,0.3,0,0
3081,NSW,1.0,0,0
3082,VIC,0.4,2,1
3083,NSW,0.6,0,0
3084,NSW,0.5,0,0
3085,VIC,0.7,2,1
3086,VIC,1.0,2,1
3087,NSW,0.3,0,0
3088,VIC,0.7,2,1
3089,VIC,0.4,2,1
3090,NSW,0.4,0,0
3091,NSW,0.6,0,0
3092,VIC,0.6,2,1
3093,QLD,0.8,1,2
3094,NSW,0.7,0,0
3095,NSW,0.5,0,0
3096,VIC,0.8,2,1
3097,NSW,0.6,0,0
3098,VIC,0.0,2,1
3099,VIC,0.1,2,1
3100,QLD,0.4,1,2
3101,VIC,0.7,2,1
3102,VIC,0.1,2,1
3103,NSW,0.6,0,0
3104,NSW,0.1,0,0
3105,NSW,0.8,0,0
3106,NSW,0.4,0,0
3107,QLD,0.3,1,2
3108,NSW,0.9,0,0
3109,QLD,0.5,1,2
3110,NSW,0.9,0,0
3111,NSW,0.8,0,0
3112,NSW,0.6,0,0
3113,NSW,0.6,0,0
3114,QLD,0.6,1,2
3115,NSW,0.5,0,0
3116,NSW,0.5,0,0
3117,VIC,0.5,2,1
3118,QLD,0.9,1,2
3119,VIC,0.7,2,1
3120,QLD,0.6,1,2
3121,NSW,0.9,0,0
3122,NSW,0.6,0,0
3123,NSW,0.7,0,0
3124,NSW,0.2,0,0
3125,NSW,0.7,0,0
3126,NSW,0.5,0,0
3127,NSW,0.5,0,0
3128,NSW,0.4,0,0
3129,VIC,0.8,2,1
3130,VIC,0.4,2,1
3131,QLD,0.4,1,2
3132,QLD,0.0,1,2
3133,NSW,0.9,0,0
3134,QLD,0.6,1,2
3135,NSW,0.8,0,0
3136,NSW,0.3,0,0
3137,NSW,0.9,0,0
3138,NSW,0.4,0,0
3139,VIC,0.2,2,1
3140,NSW,0.8,0,0
3141,NSW,0.6,0,0
3142,NSW,0.1,0,0
3143,NSW,0.2,0,0
3144,NSW,0.6,0,0
3145,QLD,1.0,1,2
3146,NSW,0.2,0,0
3147,NSW,0.5,0,0
3148,QLD,0.7,1,2
3149,NSW,0.9,0,0
3150,NSW,0.9,0,0
3151,NSW,0.5,0,0
3152,VIC,0.5,2,1
3153,NSW,0.6,0,0
3154,NSW,0.9,0,0
3155,NSW,0.6,0,0
3156,NSW,0.9,0,0
3157,VIC,0.0,2,1
3158,NSW,0.4,0,0
3159,NSW,0.1,0,0
3160,NSW,0.0,0,0
3161,VIC,0.1,2,1
3162,NSW,0.8,0,0
3163,VIC,0.8,2,1
3164,VIC,0.8,2,1
3165,NSW,0.3,0,0
3166,NSW,0.3,0,0
3167,VIC,0.7,2,1
3168,NSW,0.3,0,0
3169,VIC,0.5,2,1
3170,VIC,0.6,2,1
3171,NSW,0.9,0,0
3172,NSW,0.5,0,0
3173,NSW,0.4,0,0
3174,VIC,0.6,2,1
3175,NSW,0.7,0,0
3176,NSW,0.2,0,0
3177,NSW,0.3,0,0
3178,NSW,0.6,0,0
3179,NSW,0.4,0,0
3180,QLD,0.4,1,2
3181,VIC,0.7,2,1
3182,NSW,0.1,0,0
3183,NSW,0.6,0,0
3184,QLD,0.9,1,2
3185,QLD,0.4,1,2
3186,VIC,0.2,2,1
3187,VIC,0.6,2,1
3188,QLD,0.7,1,2
3189,NSW,0.2,0,0
3190,VIC,0.2,2,1
3191,QLD,0.3,1,2
3192,QLD,0.8,1,2
3193,NSW,0.5,0,0
3194,NSW,0.7,0,0
3195,QLD,0.7,1,2
3196,NSW,0.0,0,0
3197,NSW,0.7,0,0
3198,QLD,0.6,1,2
3199,NSW,0.5,0,0
3200,VIC,0.2,2,1
3201,QLD,0.7,1,2
3202,VIC,0.3,2,1
3203,NSW,0.9,0,0
3204,VIC,0.4,2,1
3205,NSW,0.6,0,0
3206,NSW,0.7,0,0
3207,QLD,0.5,1,2
3208,NSW,0.5,0,0
3209,VIC,0.9,2,1
3210,NSW,0.5,0,0
3211,NSW,0.6,0,0
3212,QLD,1.0,1,2
3213,VIC,0.7,2,1
3214,NSW,0.5,0,0
3215,VIC,0.5,2,1
3216,NSW,0.3,0,0
3217,VIC,0.7,2,1
3218,NSW,0.6,0,0
3219,NSW,0.4,0,0
3220,NSW,0.9,0,0
3221,VIC,0.9,2,1
3222,QLD,0.4,1,2
3223,NSW,0.6,0,0
3224,VIC,0.6,2,1
3225,VIC,0.6,2,1
3226,NSW,0.4,0,0
3227,VIC,0.1,2,1
3228,NSW,0.1,0,0
3229,QLD,1.0,1,2
3230,NSW,0.7,0,0
3231,QLD,0.8,1,2
3232,VIC,1.0,2,1
3233,NSW,0.1,0,0
3234,NSW,0.8,0,0
3235,QLD,0.5,1,2
3236,VIC,1.0,2,1
3237,NSW,0.7,0,0
3238,QLD,0.4,1,2
3239,VIC,0.6,2,1
3240,QLD,0.5,1,2
3241,NSW,0.6,0,0
3242,NSW,1.0,0,0
3243,VIC,0.7,2,1
3244,NSW,0.6,0,0
3245,NSW,0.7,0,0
3246,VIC,0.6,2,1
3247,NSW,0.3,0,0
3248,NSW,0.3,0,0
3249,NSW,0.9,0,0
3250,NSW,0.9,0,0
3251,VIC,0.6,2,1
3252,VIC,0.8,2,1
3253,NSW,0.6,0,0
3254,NSW,0.7,0,0
3255,NSW,0.5,0,0
3256,NSW,0.9,0,0
3257,NSW,0.6,0,0
3258,NSW,0.9,0,0
3259,VIC,0.5,2,1
3260,QLD,0.8,1,2
3261,QLD,1.0,1,2
3262,NSW,0.8,0,0
3263,QLD,0.6,1,2
3264,NSW,0.4,0,0
3265,QLD,0.7,1,2
3266,NSW,0.4,0,0
3267,NSW,0.4,0,0
3268,NSW,0.9,0,0
3269,QLD,1.0,1,2
3270,NSW,0.5,0,0
3271,VIC,0.5,2,1
3272,VIC,0.8,2,1
3273,VIC,0.2,2,1
3274,NSW,0.7,0,0
3275,QLD,0.6,1,2
3276,NSW,0.6,0,0
3277,VIC,0.9,2,1
3278,NSW,0.8,0,0
3279,NSW,0.7,0,0
3280,NSW,0.7,0,0
3281,NSW,0.7,0,0
3282,QLD,0.9,1,2
3283,VIC,0.5,2,1
3284,NSW,0.7,0,0
3285,VIC,0.8,2,1
3286,VIC,0.9,2,1
3287,NSW,1.0,0,0
3288,QLD,0.9,1,2
3289,VIC,0.7,2,1
3290,VIC,0.9,2,1
3291,NSW,0.8,0,0
3292,NSW,0.9,0,0
3293,QLD,0.7,1,2
3294,NSW,0.0,0,0
3295,NSW,0.5,0,0
3296,QLD,0.2,1,2
3297,VIC,0.2,2,1
3298,VIC,0.7,2,1
3299,NSW,0.4,0,0
3300,NSW,1.0,0,0
3301,VIC,0.6,2,1
3302,NSW,0.9,0,0
3303,QLD,0.9,1,2
3304,NSW,0.8,0,0
3305,NSW,1.0,0,0
3306,NSW,0.2,0,0
3307,NSW,0.4,0,0
3308,VIC,0.3,2,1
3309,VIC,0.2,2,1
3310,NSW,0.8,0,0
3311,NSW,0.0,0,0
3312,NSW,0.4,0,0
3313,NSW,0.6,0,0
3314,NSW,0.5,0,0
3315,NSW,0.6,0,0
3316,QLD,0.2,1,2
3317,NSW,0.7,0,0
3318,NSW,0.9,0,0
3319,NSW,0.6,0,0
3320,QLD,1.0,1,2
3321,VIC,0.4,2,1
3322,NSW,0.1,0,0
3323,NSW,0.4,0,0
3324,NSW,1.0,0,0
3325,VIC,0.5,2,1
3326,NSW,0.4,0,0
3327,NSW,0.7,0,0
3328,QLD,0.9,1,2
3329,VIC,0.8,2,1
3330,NSW,0.3,0,0
3331,VIC,0.7,2,1
3332,QLD,0.2,1,2
3333,NSW,0.3,0,0
3334,NSW,0.7,0,0
3335,NSW,0.1,0,0
3336,QLD,0.3,1,2
3337,NSW,0.7,0,0
3338,QLD,0.3,1,2
3339,NSW,0.9,0,0
3340,NSW,0.0,0,0
3341,NSW,0.0,0,0
3342,VIC,0.9,2,1
3343,VIC,0.8,2,1
3344,NSW,0.9,0,0
3345,NSW,0.4,0,0
3346,NSW,0.7,0,0
3347,VIC,0.9,2,1
3348,QLD,0.9,1,2
3349,NSW,0.7,0,0
3350,NSW,0.1,0,0
3351,NSW,0.5,0,0
3352,NSW,0.5,0,0
3353,QLD,0.7,1,2
3354,VIC,0.6,2,1
3355,NSW,0.0,0,0
3356,QLD,0.3,1,2
3357,VIC,0.9,2,1
3358,VIC,1.0,2,1
3359,NSW,0.3,0,0
3360,NSW,0.6,0,0
3361,NSW,0.9,0,0
3362,VIC,0.9,2,1
3363,QLD,0.2,1,2
3364,VIC,1.0,2,1
3365,NSW,0.4,0,0
3366,NSW,0.3,0,0
3367,VIC,0.5,2,1
3368,NSW,0.5,0,0
3369,NSW,0.6,0,0
3370,NSW,0.4,0,0
3371,NSW,1.0,0,0
3372,VIC,0.7,2,1
3373,NSW,0.4,0,0
3374,QLD,0.8,1,2
3375,VIC,0.3,2,1
3376,QLD,0.9,1,2
3377,NSW,0.7,0,0
3378,NSW,0.7,0,0
3379,VIC,1.0,2,1
3380,NSW,0.7,0,0
3381,NSW,0.3,0,0
3382,NSW,1.0,0,0
3383,VIC,0.7,2,1
3384,NSW,0.6,0,0
3385,QLD,0.7,1,2
3386,VIC,0.9,2,1
3387,QLD,0.7,1,2
3388,QLD,1.0,1,2
3389,NSW,0.4,0,0
3390,VIC,0.3,2,1
3391,NSW,0.3,0,0
3392,NSW,0.3,0,0
3393,NSW,0.5,0,0
3394,VIC,0.3,2,1
3395,NSW,0.9,0,0
3396,NSW,0.5,0,0
3397,NSW,0.1,0,0
3398,VIC,0.9,2,1
3399,VIC,0.5,2,1
3400,NSW,0.3,0,0
3401,VIC,0.7,2,1
3402,NSW,0.6,0,0
3403,QLD,0.3,1,2
3404,VIC,0.1,2,1
3405,QLD,0.6,1,2
3406,VIC,0.7,2,1
3407,NSW,0.6,0,0
3408,QLD,0.6,1,2
3409,VIC,0.2,2,1
3410,NSW,0.4,0,0
3411,NSW,0.5,0,0
3412,VIC,0.2,2,1
3413,NSW,0.8,0,0
3414,QLD,0.3,1,2
3415,NSW,0.1,0,0
3416,NSW,0.6,0,0
3417,QLD,0.3,1,2
3418,VIC,0.5,2,1
3419,NSW,0.6,0,0
3420,VIC,0.2,2,1
3421,NSW,0.7,0,0
3422,VIC,0.2,2,1
3423,NSW,1.0,0,0
3424,NSW,0.6,0,0
3425,VIC,0.9,2,1
3426,VIC,0.3,2,1
3427,QLD,1.0,1,2
3428,QLD,0.5,1,2
3429,NSW,0.6,0,0
3430,NSW,0.4,0,0
3431,VIC,0.2,2,1
3432,NSW,0.7,0,0
3433,QLD,0.5,1,2
3434,NSW,0.9,0,0
3435,NSW,0.7,0,0
3436,NSW,0.3,0,0
3437,NSW,0.7,0,0
3438,NSW,0.4,0,0
3439,NSW,1.0,0,0
3440,QLD,0.7,1,2
3441,QLD,0.0,1,2
3442,NSW,0.4,0,0
3443,NSW,0.7,0,0
3444,NSW,0.6,0,0
3445,NSW,0.9,0,0
3446,NSW,0.3,0,0
3447,NSW,0.6,0,0
3448,NSW,0.2,0,0
3449,NSW,0.5,0,0
3450,NSW,0.7,0,0
3451,NSW,0.9,0,0
3452,NSW,0.2,0,0
3453,NSW,0.6,0,0
3454,QLD,0.6,1,2
3455,QLD,0.6,1,2
3456,NSW,0.4,0,0
3457,VIC,0.4,2,1
3458,NSW,0.7,0,0
3459,NSW,0.6,0,0
3460,NSW,1.0,0,0
3461,QLD,0.9,1,2
3462,VIC,0.6,2,1
3463,NSW,0.9,0,0
3464,QLD,0.5,1,2
3465,QLD,0.7,1,2
3466,NSW,0.6,0,0
3467,VIC,0.8,2,1
3468,NSW,0.8,0,0
3469,QLD,0.7,1,2
3470,NSW,0.6,0,0
3471,NSW,0.4,0,0
3472,QLD,0.6,1,2
3473,QLD,0.4,1,2
3474,VIC,0.8,2,1
3475,QLD,0.5,1,2
3476,QLD,0.5,1,2
3477,NSW,0.4,0,0
3478,VIC,0.9,2,1
3479,VIC,0.0,2,1
3480,VIC,0.4,2,1
3481,NSW,0.9,0,0
3482,VIC,0.0,2,1
3483,NSW,0.0,0,0
3484,NSW,0.1,0,0
3485,NSW,0.8,0,0
3486,NSW,0.6,0,0
3487,NSW,0.4,0,0
3488,NSW,0.7,0,0
3489,NSW,0.7,0,0
3490,NSW,0.2,0,0
3491,NSW,0.4,0,0
3492,NSW,0.6,0,0
3493,QLD,0.9,1,2
3494,NSW,1.0,0,0
3495,NSW,0.6,0,0
3496,NSW,0.4,0,0
3497,QLD,0.3,1,2
3498,NSW,0.7,0,0
3499,QLD,0.3,1,2
3500,QLD,0.7,1,2
3501,NSW,0.4,0,0
3502,VIC,1.0,2,1
3503,NSW,0.7,0,0
3504,VIC,0.7,2,1
3505,QLD,0.5,1,2
3506,QLD,0.3,1,2
3507,QLD,0.3,1,2
3508,NSW,0.6,0,0
3509,NSW,0.4,0,0
3510,VIC,0.8,2,1
3511,QLD,0.7,1,2
3512,NSW,0.2,0,0
3513,NSW,0.3,0,0
3514,NSW,0.3,0,0
3515,NSW,0.7,0,0
3516,NSW,0.4,0,0
3517,NSW,0.8,0,0
3518,NSW,0.7,0,0
3519,QLD,0.3,1,2
3520,QLD,0.7,1,2
3521,NSW,0.8,0,0
3522,NSW,0.7,0,0
3523,QLD,0.4,1,2
3524,VIC,0.9,2,1
3525,NSW,0.5,0,0
3526,NSW,0.7,0,0
3527,NSW,0.9,0,0
3528,NSW,0.5,0,0
3529,NSW,0.7,0,0
3530,QLD,0.8,1,2
3531,VIC,0.3,2,1
3532,QLD,0.5,1,2
3533,VIC,1.0,2,1
3534,NSW,0.7,0,0
3535,VIC,0.3,2,1
3536,VIC,0.7,2,1
3537,VIC,0.6,2,1
3538,QLD,0.7,1,2
3539,NSW,0.3,0,0
3540,NSW,0.9,0,0
3541,NSW,0.6,0,0
3542,NSW,0.9,0,0
3543,NSW,0.4,0,0
3544,NSW,0.4,0,0
3545,NSW,0.8,0,0
3546,NSW,0.7,0,0
3547,NSW,0.4,0,0
3548,QLD,0.8,1,2
3549,VIC,0.7,2,1
3550,VIC,0.6,2,1
3551,VIC,1.0,2,1
3552,QLD,0.8,1,2
3553,NSW,0.6,0,0
3554,NSW,0.9,0,0
3555,VIC,0.1,2,1
3556,VIC,0.1,2,1
3557,VIC,0.3,2,1
3558,VIC,0.8,2,1
3559,QLD,0.7,1,2
3560,NSW,0.7,0,0
3561,VIC,0.4,2,1
3562,VIC,0.7,2,1
3563,NSW,0.9,0,0
3564,VIC,0.5,2,1
3565,QLD,0.7,1,2
3566,NSW,0.7,0,0
3567,NSW,0.5,0,0
3568,NSW,0.5,0,0
3569,NSW,0.4,0,0
3570,NSW,0.2,0,0
3571,QLD,1.0,1,2
3572,NSW,0.0,0,0
3573,NSW,0.6,0,0
3574,VIC,0.8,2,1
3575,QLD,0.2,1,2
3576,VIC,0.5,2,1
3577,NSW,0.6,0,0
3578,QLD,0.9,1,2
3579,QLD,0.6,1,2
3580,NSW,0.8,0,0
3581,QLD,0.7,1,2
3582,NSW,1.0,0,0
3583,NSW,0.9,0,0
3584,NSW,0.7,0,0
3585,NSW,0.6,0,0
3586,NSW,0.6,0,0
3587,NSW,1.0,0,0
3588,NSW,0.7,0,0
3589,NSW,0.5,0,0
3590,QLD,0.5,1,2
3591,QLD,0.5,1,2
3592,NSW,0.3,0,0
3593,QLD,0.4,1,2
3594,QLD,0.8,1,2
3595,VIC,0.7,2,1
3596,NSW,0.5,0,0
3597,QLD,0.4,1,2
3598,NSW,0.9,0,0
3599,VIC,0.5,2,1
3600,NSW,0.9,0,0
3601,NSW,0.6,0,0
3602,NSW,0.9,0,0
3603,NSW,0.9,0,0
3604,NSW,0.2,0,0
3605,NSW,0.7,0,0
3606,NSW,0.7,0,0
3607,NSW,0.4,0,0
3608,NSW,0.7,0,0
3609,NSW,0.1,0,0
3610,QLD,0.6,1,2
3611,NSW,0.7,0,0
3612,VIC,0.4,2,1
3613,NSW,0.7,0,0
3614,NSW,0.3,0,0
3615,NSW,0.3,0,0
3616,VIC,0.8,2,1
3617,NSW,0.8,0,0
3618,NSW,0.4,0,0
3619,NSW,0.6,0,0
3620,NSW,0.9,0,0
3621,VIC,0.7,2,1
3622,NSW,0.8,0,0
3623,NSW,0.0,0,0
3624,NSW,0.0,0,0
3625,NSW,0.6,0,0
3626,VIC,0.8,2,1
3627,NSW,0.1,0,0
3628,VIC,0.9,2,1
3629,NSW,0.9,0,0
3630,QLD,1.0,1,2
3631,VIC,0.6,2,1
3632,VIC,0.5,2,1
3633,NSW,1.0,0,0
3634,QLD,0.4,1,2
3635,VIC,0.5,2,1
3636,NSW,0.9,0,0
3637,QLD,0.9,1,2
3638,NSW,0.9,0,0
3639,NSW,0.3,0,0
3640,VIC,0.5,2,1
3641,NSW,0.1,0,0
3642,VIC,0.4,2,1
3643,NSW,0.4,0,0
3644,NSW,0.4,0,0
3645,NSW,0.7,0,0
3646,VIC,0.0,2,1
3647,NSW,1.0,0,0
3648,QLD,0.8,1,2
3649,VIC,0.1,2,1
3650,NSW,0.7,0,0
3651,VIC,0.3,2,1
3652,NSW,0.0,0,0
3653,NSW,0.4,0,0
3654,VIC,0.3,2,1
3655,NSW,0.7,0,0
3656,QLD,0.5,1,2
3657,NSW,0.7,0,0
3658,VIC,0.7,2,1
3659,VIC,0.7,2,1
3660,QLD,0.2,1,2
3661,QLD,0.1,1,2
3662,VIC,0.6,2,1
3663,VIC,0.7,2,1
3664,QLD,0.5,1,2
3665,QLD,0.7,1,2
3666,NSW,0.4,0,0
3667,NSW,0.1,0,0
3668,QLD,0.6,1,2
3669,VIC,0.8,2,1
3670,NSW,0.8,0,0
3671,QLD,0.3,1,2
3672,NSW,0.4,0,0
3673,NSW,0.1,0,0
3674,QLD,0.5,1,2
3675,NSW,0.8,0,0
3676,NSW,0.4,0,0
3677,NSW,0.4,0,0
3678,NSW,0.4,0,0
3679,QLD,0.8,1,2
3680,VIC,0.6,2,1
3681,QLD,0.2,1,2
3682,NSW,0.8,0,0
3683,NSW,0.6,0,0
3684,NSW,0.6,0,0
3685,QLD,0.7,1,2
3686,NSW,0.3,0,0
3687,NSW,0.6,0,0
3688,QLD,1.0,1,2
3689,NSW,0.9,0,0
3690,NSW,0.4,0,0
3691,VIC,0.6,2,1
3692,QLD,1.0,1,2
3693,VIC,0.7,2,1
3694,VIC,0.5,2,1
3695,VIC,0.2,2,1
3696,VIC,0.7,2,1
3697,NSW,0.4,0,0
3698,NSW,0.6,0,0
3699,NSW,0.1,0,0
3700,QLD,0.7,1,2
3701,NSW,0.3,0,0
3702,NSW,0.5,0,0
3703,NSW,0.3,0,0
3704,NSW,0.4,0,0
3705,VIC,0.3,2,1
3706,QLD,0.9,1,2
3707,NSW,0.3,0,0
3708,VIC,0.7,2,1
3709,NSW,0.6,0,0
3710,NSW,0.7,0,0
3711,NSW,0.7,0,0
3712,VIC,0.6,2,1
3713,NSW,0.4,0,0
3714,NSW,0.7,0,0
3715,VIC,0.4,2,1
3716,NSW,0.4,0,0
3717,QLD,0.4,1,2
3718,NSW,0.1,0,0
3719,NSW,0.7,0,0
3720,VIC,0.8,2,1
3721,VIC,0.4,2,1
3722,NSW,0.6,0,0
3723,VIC,0.4,2,1
3724,NSW,0.9,0,0
3725,NSW,0.6,0,0
3726,NSW,0.3,0,0
3727,NSW,0.6,0,0
3728,VIC,0.5,2,1
3729,QLD,0.7,1,2
3730,NSW,0.9,0,0
3731,NSW,0.5,0,0
3732,NSW,0.8,0,0
3733,NSW,0.7,0,0
3734,VIC,0.7,2,1
3735,VIC,0.4,2,1
3736,QLD,0.3,1,2
3737,NSW,0.6,0,0
3738,NSW,0.8,0,0
3739,VIC,0.3,2,1
3740,NSW,0.4,0,0
3741,NSW,0.9,0,0
3742,NSW,0.5,0,0
3743,QLD,0.3,1,2
3744,VIC,1.0,2,1
3745,VIC,0.6,2,1
3746,VIC,0.6,2,1
3747,QLD,0.3,1,2
3748,VIC,0.1,2,1
3749,NSW,0.8,0,0
3750,NSW,0.1,0,0
3751,NSW,0.2,0,0
3752,NSW,0.2,0,0
3753,NSW,0.3,0,0
3754,NSW,0.0,0,0
3755,NSW,0.9,0,0
3756,QLD,0.6,1,2
3757,NSW,0.4,0,0
3758,QLD,0.8,1,2
3759,VIC,1.0,2,1
3760,VIC,0.0,2,1
3761,NSW,0.6,0,0
3762,QLD,0.6,1,2
3763,VIC,0.5,2,1
3764,NSW,0.7,0,0
3765,NSW,1.0,0,0
3766,NSW,0.4,0,0
3767,NSW,0.7,0,0
3768,NSW,0.4,0,0
3769,QLD,0.6,1,2
3770,VIC,0.5,2,1
3771,NSW,0.5,0,0
3772,VIC,0.5,2,1
3773,NSW,0.6,0,0
3774,NSW,0.8,0,0
3775,VIC,0.7,2,1
3776,NSW,0.7,0,0
3777,NSW,0.7,0,0
3778,NSW,0.8,0,0
3779,VIC,0.8,2,1
3780,VIC,0.3,2,1
3781,QLD,0.3,1,2
3782,NSW,0.1,0,0
3783,NSW,0.7,0,0
3784,QLD,0.9,1,2
3785,NSW,0.8,0,0
3786,VIC,0.8,2,1
3787,NSW,0.6,0,0
3788,NSW,0.8,0,0
3789,NSW,0.6,0,0
3790,NSW,1.0,0,0
3791,VIC,0.2,2,1
3792,NSW,0.5,0,0
3793,QLD,0.6,1,2
3794,NSW,0.5,0,0
3795,QLD,1.0,1,2
3796,NSW,0.9,0,0
3797,NSW,0.4,0,0
3798,NSW,0.8,0,0
3799,QLD,0.4,1,2
3800,NSW,0.9,0,0
3801,QLD,0.5,1,2
3802,NSW,0.7,0,0
3803,NSW,0.7,0,0
3804,NSW,0.4,0,0
3805,VIC,0.7,2,1
3806,NSW,0.8,0,0
3807,NSW,0.6,0,0
3808,NSW,0.4,0,0
3809,VIC,0.5,2,1
3810,NSW,0.4,0,0
3811,VIC,0.9,2,1
3812,NSW,0.5,0,0
3813,QLD,0.8,1,2
3814,VIC,0.6,2,1
3815,QLD,0.2,1,2
3816,NSW,0.6,0,0
3817,NSW,0.6,0,0
3818,NSW,0.7,0,0
