,age,RFM_Score ,cluster,age_cluster_label
2659,36,1.0,1,Middle-Aged
2660,45,0.9,0,Young Adults
2661,35,0.8,1,Middle-Aged
2662,47,0.9,0,Young Adults
2663,56,1.0,2,Seniors
2664,45,0.3,0,Young Adults
2665,49,0.6,0,Young Adults
2666,63,0.8,2,Seniors
2667,34,0.3,1,Middle-Aged
2668,52,0.6,0,Young Adults
2669,46,0.9,0,Young Adults
2670,33,1.0,1,Middle-Aged
2671,27,0.6,1,Middle-Aged
2672,45,0.9,0,Young Adults
2673,45,0.7,0,Young Adults
2674,52,0.2,0,Young Adults
2675,42,0.3,0,Young Adults
2676,58,0.6,2,Seniors
2677,38,0.6,1,Middle-Aged
2678,42,0.8,0,Young Adults
2679,43,0.3,0,Young Adults
2680,26,0.2,1,Middle-Aged
2681,44,0.8,0,Young Adults
2682,45,0.4,0,Young Adults
2683,58,0.0,2,Seniors
2684,61,0.7,2,Seniors
2685,44,0.1,0,Young Adults
2686,43,0.5,0,Young Adults
2687,39,0.1,0,Young Adults
2688,58,0.6,2,Seniors
2689,52,0.1,0,Young Adults
2690,68,0.8,2,Seniors
2691,25,0.6,1,Middle-Aged
2692,59,0.4,2,Seniors
2693,35,0.3,1,Middle-Aged
2694,45,0.9,0,Young Adults
2695,45,0.5,0,Young Adults
2696,48,0.0,0,Young Adults
2697,46,0.0,0,Young Adults
2698,38,0.4,1,Middle-Aged
2699,41,0.9,0,Young Adults
2700,29,0.5,1,Middle-Aged
2701,29,0.2,1,Middle-Aged
2702,28,0.6,1,Middle-Aged
2703,27,0.7,1,Middle-Aged
2704,48,0.6,0,Young Adults
2705,37,0.5,1,Middle-Aged
2706,66,0.2,2,Seniors
2707,44,0.2,0,Young Adults
2708,34,0.9,1,Middle-Aged
2709,37,0.5,1,Middle-Aged
2710,67,0.5,2,Seniors
2711,34,0.9,1,Middle-Aged
2712,59,0.1,2,Seniors
2713,31,0.5,1,Middle-Aged
2714,56,0.7,2,Seniors
2715,33,0.7,1,Middle-Aged
2716,66,0.7,2,Seniors
2717,21,0.7,1,Middle-Aged
2718,64,0.2,2,Seniors
2719,54,0.5,2,Seniors
2720,59,0.9,2,Seniors
2721,45,0.9,0,Young Adults
2722,62,0.6,2,Seniors
2723,29,0.1,1,Middle-Aged
2724,34,0.6,1,Middle-Aged
2725,45,0.7,0,Young Adults
2726,58,0.7,2,Seniors
2727,48,0.6,0,Young Adults
2728,52,0.1,0,Young Adults
2729,59,0.5,2,Seniors
2730,28,0.5,1,Middle-Aged
2731,37,0.4,1,Middle-Aged
2732,53,0.8,0,Young Adults
2733,36,0.4,1,Middle-Aged
2734,26,0.4,1,Middle-Aged
2735,63,0.7,2,Seniors
2736,50,0.5,0,Young Adults
2737,29,0.4,1,Middle-Aged
2738,38,0.9,1,Middle-Aged
2739,35,0.9,1,Middle-Aged
2740,31,0.1,1,Middle-Aged
2741,49,0.5,0,Young Adults
2742,66,0.9,2,Seniors
2743,48,0.9,0,Young Adults
2744,54,0.9,2,Seniors
2745,50,0.9,0,Young Adults
2746,26,0.4,1,Middle-Aged
2747,50,0.5,0,Young Adults
2748,43,0.0,0,Young Adults
2749,69,0.1,2,Seniors
2750,44,0.6,0,Young Adults
2751,46,1.0,0,Young Adults
2752,47,0.4,0,Young Adults
2753,45,0.9,0,Young Adults
2754,36,0.5,1,Middle-Aged
2755,31,0.7,1,Middle-Aged
2756,30,0.1,1,Middle-Aged
2757,31,0.9,1,Middle-Aged
2758,45,0.4,0,Young Adults
2759,56,0.3,2,Seniors
2760,35,0.4,1,Middle-Aged
2761,49,0.8,0,Young Adults
2762,24,0.8,1,Middle-Aged
2763,31,0.8,1,Middle-Aged
2764,36,0.8,1,Middle-Aged
2765,24,0.7,1,Middle-Aged
2766,36,0.6,1,Middle-Aged
2767,23,0.8,1,Middle-Aged
2768,52,0.1,0,Young Adults
2769,35,0.0,1,Middle-Aged
2770,61,0.7,2,Seniors
2771,49,0.5,0,Young Adults
2772,30,0.7,1,Middle-Aged
2773,21,0.3,1,Middle-Aged
2774,37,0.6,1,Middle-Aged
2775,46,0.9,0,Young Adults
2776,24,0.5,1,Middle-Aged
2777,58,0.0,2,Seniors
2778,60,0.7,2,Seniors
2779,41,0.8,0,Young Adults
2780,48,0.4,0,Young Adults
2781,43,0.0,0,Young Adults
2782,60,0.6,2,Seniors
2783,61,0.9,2,Seniors
2784,53,0.6,0,Young Adults
2785,33,0.7,1,Middle-Aged
2786,56,0.1,2,Seniors
2787,26,0.9,1,Middle-Aged
2788,25,0.3,1,Middle-Aged
2789,45,0.9,0,Young Adults
2790,42,0.5,0,Young Adults
2791,40,0.1,0,Young Adults
2792,58,0.5,2,Seniors
2793,22,0.6,1,Middle-Aged
2794,58,0.4,2,Seniors
2795,24,1.0,1,Middle-Aged
2796,27,0.4,1,Middle-Aged
2797,24,0.7,1,Middle-Aged
2798,28,0.6,1,Middle-Aged
2799,64,0.0,2,Seniors
2800,55,0.7,2,Seniors
2801,21,0.9,1,Middle-Aged
2802,37,0.5,1,Middle-Aged
2803,34,0.8,1,Middle-Aged
2804,46,0.8,0,Young Adults
2805,46,0.8,0,Young Adults
2806,41,0.6,0,Young Adults
2807,49,0.7,0,Young Adults
2808,47,0.0,0,Young Adults
2809,46,0.7,0,Young Adults
2810,34,0.2,1,Middle-Aged
2811,45,0.5,0,Young Adults
2812,31,0.1,1,Middle-Aged
2813,21,0.8,1,Middle-Aged
2814,45,0.3,0,Young Adults
2815,32,0.9,1,Middle-Aged
2816,21,0.5,1,Middle-Aged
2817,48,0.6,0,Young Adults
2818,29,0.5,1,Middle-Aged
2819,29,0.2,1,Middle-Aged
2820,60,0.9,2,Seniors
2821,29,1.0,1,Middle-Aged
2822,48,0.4,0,Young Adults
2823,45,0.9,0,Young Adults
2824,49,0.9,0,Young Adults
2825,58,0.5,2,Seniors
2826,59,0.9,2,Seniors
2827,69,0.6,2,Seniors
2828,67,0.3,2,Seniors
2829,28,0.7,1,Middle-Aged
2830,30,0.7,1,Middle-Aged
2831,45,0.1,0,Young Adults
2832,39,0.7,0,Young Adults
2833,25,0.0,1,Middle-Aged
2834,51,0.6,0,Young Adults
2835,47,0.3,0,Young Adults
2836,43,0.4,0,Young Adults
2837,24,1.0,1,Middle-Aged
2838,49,0.5,0,Young Adults
2839,23,0.5,1,Middle-Aged
2840,48,0.7,0,Young Adults
2841,46,0.7,0,Young Adults
2842,47,0.4,0,Young Adults
2843,46,0.4,0,Young Adults
2844,44,0.9,0,Young Adults
2845,50,0.7,0,Young Adults
2846,41,0.9,0,Young Adults
2847,49,0.5,0,Young Adults
2848,68,0.3,2,Seniors
2849,45,0.7,0,Young Adults
2850,28,0.9,1,Middle-Aged
2851,41,0.5,0,Young Adults
2852,54,0.7,2,Seniors
2853,54,0.9,2,Seniors
2854,43,0.6,0,Young Adults
2855,45,0.6,0,Young Adults
2856,27,0.9,1,Middle-Aged
2857,48,0.1,0,Young Adults
2858,44,0.1,0,Young Adults
2859,46,0.9,0,Young Adults
2860,58,0.5,2,Seniors
2861,25,0.9,1,Middle-Aged
2862,42,0.4,0,Young Adults
2863,50,0.4,0,Young Adults
2864,50,0.2,0,Young Adults
2865,63,0.7,2,Seniors
2866,50,0.9,0,Young Adults
2867,37,0.2,1,Middle-Aged
2868,39,0.7,0,Young Adults
2869,66,0.5,2,Seniors
2870,61,0.0,2,Seniors
2871,46,0.6,0,Young Adults
2872,49,0.8,0,Young Adults
2873,57,0.7,2,Seniors
2874,34,0.9,1,Middle-Aged
2875,68,0.7,2,Seniors
2876,28,0.6,1,Middle-Aged
2877,46,0.0,0,Young Adults
2878,32,0.6,1,Middle-Aged
2879,31,0.7,1,Middle-Aged
2880,46,0.4,0,Young Adults
2881,49,0.7,0,Young Adults
2882,33,0.3,1,Middle-Aged
2883,61,0.1,2,Seniors
2884,24,0.7,1,Middle-Aged
2885,30,0.7,1,Middle-Aged
2886,61,0.3,2,Seniors
2887,45,0.6,0,Young Adults
2888,26,0.8,1,Middle-Aged
2889,39,0.2,0,Young Adults
2890,49,0.1,0,Young Adults
2891,50,0.7,0,Young Adults
2892,48,0.2,0,Young Adults
2893,60,0.1,2,Seniors
2894,35,0.6,1,Middle-Aged
2895,26,0.8,1,Middle-Aged
2896,52,0.1,0,Young Adults
2897,36,0.5,1,Middle-Aged
2898,22,0.1,1,Middle-Aged
2899,47,1.0,0,Young Adults
2900,67,0.5,2,Seniors
2901,53,0.4,0,Young Adults
2902,52,0.0,0,Young Adults
2903,52,0.7,0,Young Adults
2904,49,0.4,0,Young Adults
2905,45,0.6,0,Young Adults
2906,32,0.9,1,Middle-Aged
2907,48,0.9,0,Young Adults
2908,51,0.4,0,Young Adults
2909,37,0.6,1,Middle-Aged
2910,35,0.4,1,Middle-Aged
2911,50,0.5,0,Young Adults
2912,46,1.0,0,Young Adults
2913,25,0.5,1,Middle-Aged
2914,45,0.6,0,Young Adults
2915,45,0.6,0,Young Adults
2916,54,0.3,2,Seniors
2917,24,0.2,1,Middle-Aged
2918,60,0.1,2,Seniors
2919,42,1.0,0,Young Adults
2920,52,0.7,0,Young Adults
2921,51,1.0,0,Young Adults
2922,43,0.8,0,Young Adults
2923,46,0.3,0,Young Adults
2924,30,0.6,1,Middle-Aged
2925,34,0.7,1,Middle-Aged
2926,33,0.9,1,Middle-Aged
2927,64,0.7,2,Seniors
2928,34,0.5,1,Middle-Aged
2929,48,0.6,0,Young Adults
2930,35,0.9,1,Middle-Aged
2931,56,0.6,2,Seniors
2932,30,0.4,1,Middle-Aged
2933,30,0.7,1,Middle-Aged
2934,49,1.0,0,Young Adults
2935,61,0.0,2,Seniors
2936,49,0.9,0,Young Adults
2937,70,0.6,2,Seniors
2938,45,0.7,0,Young Adults
2939,62,1.0,2,Seniors
2940,66,1.0,2,Seniors
2941,25,0.8,1,Middle-Aged
2942,49,0.5,0,Young Adults
2943,45,0.7,0,Young Adults
2944,50,0.2,0,Young Adults
2945,45,0.6,0,Young Adults
2946,35,0.2,1,Middle-Aged
2947,35,0.1,1,Middle-Aged
2948,36,0.9,1,Middle-Aged
2949,66,1.0,2,Seniors
2950,41,0.5,0,Young Adults
2951,55,0.5,2,Seniors
2952,49,0.3,0,Young Adults
2953,48,0.5,0,Young Adults
2954,29,0.7,1,Middle-Aged
2955,24,0.5,1,Middle-Aged
2956,47,0.6,0,Young Adults
2957,27,0.7,1,Middle-Aged
2958,62,1.0,2,Seniors
2959,35,0.3,1,Middle-Aged
2960,66,1.0,2,Seniors
2961,39,0.5,0,Young Adults
2962,29,0.8,1,Middle-Aged
2963,53,0.7,0,Young Adults
2964,64,0.7,2,Seniors
2965,63,0.6,2,Seniors
2966,44,0.9,0,Young Adults
2967,63,0.1,2,Seniors
2968,26,0.7,1,Middle-Aged
2969,36,0.8,1,Middle-Aged
2970,62,0.4,2,Seniors
2971,45,0.3,0,Young Adults
2972,44,0.6,0,Young Adults
2973,56,0.4,2,Seniors
2974,55,0.6,2,Seniors
2975,28,0.3,1,Middle-Aged
2976,58,0.7,2,Seniors
2977,25,0.9,1,Middle-Aged
2978,32,0.1,1,Middle-Aged
2979,45,0.1,0,Young Adults
2980,57,0.9,2,Seniors
2981,31,0.5,1,Middle-Aged
2982,43,0.7,0,Young Adults
2983,50,0.4,0,Young Adults
2984,68,0.7,2,Seniors
2985,46,0.6,0,Young Adults
2986,51,0.4,0,Young Adults
2987,37,0.4,1,Middle-Aged
2988,33,0.7,1,Middle-Aged
2989,45,0.7,0,Young Adults
2990,43,0.7,0,Young Adults
2991,43,0.7,0,Young Adults
2992,66,0.4,2,Seniors
2993,36,0.7,1,Middle-Aged
2994,34,0.2,1,Middle-Aged
2995,26,0.4,1,Middle-Aged
2996,31,0.5,1,Middle-Aged
2997,48,0.5,0,Young Adults
2998,44,0.8,0,Young Adults
2999,35,0.7,1,Middle-Aged
3000,64,0.5,2,Seniors
3001,42,1.0,0,Young Adults
3002,46,0.7,0,Young Adults
3003,62,0.7,2,Seniors
3004,53,0.1,0,Young Adults
3005,49,0.8,0,Young Adults
3006,63,0.7,2,Seniors
3007,50,0.3,0,Young Adults
3008,62,0.6,2,Seniors
3009,46,0.8,0,Young Adults
3010,46,0.3,0,Young Adults
3011,21,0.7,1,Middle-Aged
3012,68,0.8,2,Seniors
3013,60,0.9,2,Seniors
3014,60,0.9,2,Seniors
3015,34,0.9,1,Middle-Aged
3016,43,0.6,0,Young Adults
3017,61,0.7,2,Seniors
3018,69,0.6,2,Seniors
3019,44,0.2,0,Young Adults
3020,46,0.6,0,Young Adults
3021,45,0.3,0,Young Adults
3022,66,1.0,2,Seniors
3023,64,1.0,2,Seniors
3024,49,0.9,0,Young Adults
3025,46,0.0,0,Young Adults
3026,46,0.6,0,Young Adults
3027,51,0.8,0,Young Adults
3028,31,0.7,1,Middle-Aged
3029,63,0.4,2,Seniors
3030,33,0.4,1,Middle-Aged
3031,48,0.5,0,Young Adults
3032,55,0.6,2,Seniors
3033,30,0.1,1,Middle-Aged
3034,67,0.6,2,Seniors
3035,25,0.9,1,Middle-Aged
3036,48,0.9,0,Young Adults
3037,59,0.1,2,Seniors
3038,24,0.9,1,Middle-Aged
3039,45,0.1,0,Young Adults
3040,52,0.7,0,Young Adults
3041,35,0.2,1,Middle-Aged
3042,42,0.9,0,Young Adults
3043,63,0.4,2,Seniors
3044,26,1.0,1,Middle-Aged
3045,37,0.5,1,Middle-Aged
3046,63,0.6,2,Seniors
3047,25,0.8,1,Middle-Aged
3048,45,0.4,0,Young Adults
3049,25,0.3,1,Middle-Aged
3050,38,0.9,1,Middle-Aged
3051,28,0.5,1,Middle-Aged
3052,45,0.5,0,Young Adults
3053,27,0.8,1,Middle-Aged
3054,49,0.6,0,Young Adults
3055,43,0.8,0,Young Adults
3056,38,0.4,1,Middle-Aged
3057,59,0.5,2,Seniors
3058,40,0.1,0,Young Adults
3059,43,0.7,0,Young Adults
3060,66,0.7,2,Seniors
3061,42,0.2,0,Young Adults
3062,26,0.9,1,Middle-Aged
3063,44,0.9,0,Young Adults
3064,26,0.4,1,Middle-Aged
3065,45,0.7,0,Young Adults
3066,47,0.3,0,Young Adults
3067,69,0.7,2,Seniors
3068,56,0.4,2,Seniors
3069,59,0.4,2,Seniors
3070,26,0.9,1,Middle-Aged
3071,43,0.6,0,Young Adults
3072,47,1.0,0,Young Adults
3073,30,0.1,1,Middle-Aged
3074,45,0.9,0,Young Adults
3075,54,0.5,2,Seniors
3076,34,0.5,1,Middle-Aged
3077,55,0.9,2,Seniors
3078,36,0.0,1,Middle-Aged
3079,51,0.6,0,Young Adults
3080,27,0.3,1,Middle-Aged
3081,60,1.0,2,Seniors
3082,48,0.4,0,Young Adults
3083,42,0.6,0,Young Adults
3084,46,0.5,0,Young Adults
3085,69,0.7,2,Seniors
3086,36,1.0,1,Middle-Aged
3087,22,0.3,1,Middle-Aged
3088,51,0.7,0,Young Adults
3089,52,0.4,0,Young Adults
3090,42,0.4,0,Young Adults
3091,55,0.6,2,Seniors
3092,52,0.6,0,Young Adults
3093,43,0.8,0,Young Adults
3094,46,0.7,0,Young Adults
3095,44,0.5,0,Young Adults
3096,41,0.8,0,Young Adults
3097,54,0.6,2,Seniors
3098,48,0.0,0,Young Adults
3099,48,0.1,0,Young Adults
3100,29,0.4,1,Middle-Aged
3101,61,0.7,2,Seniors
3102,47,0.1,0,Young Adults
3103,48,0.6,0,Young Adults
3104,46,0.1,0,Young Adults
3105,35,0.8,1,Middle-Aged
3106,26,0.4,1,Middle-Aged
3107,48,0.3,0,Young Adults
3108,69,0.9,2,Seniors
3109,50,0.5,0,Young Adults
3110,48,0.9,0,Young Adults
3111,45,0.8,0,Young Adults
3112,49,0.6,0,Young Adults
3113,33,0.6,1,Middle-Aged
3114,28,0.6,1,Middle-Aged
3115,65,0.5,2,Seniors
3116,42,0.5,0,Young Adults
3117,36,0.5,1,Middle-Aged
3118,50,0.9,0,Young Adults
3119,57,0.7,2,Seniors
3120,36,0.6,1,Middle-Aged
3121,55,0.9,2,Seniors
3122,45,0.6,0,Young Adults
3123,27,0.7,1,Middle-Aged
3124,26,0.2,1,Middle-Aged
3125,43,0.7,0,Young Adults
3126,22,0.5,1,Middle-Aged
3127,53,0.5,0,Young Adults
3128,43,0.4,0,Young Adults
3129,63,0.8,2,Seniors
3130,54,0.4,2,Seniors
3131,41,0.4,0,Young Adults
3132,42,0.0,0,Young Adults
3133,36,0.9,1,Middle-Aged
3134,47,0.6,0,Young Adults
3135,63,0.8,2,Seniors
3136,48,0.3,0,Young Adults
3137,47,0.9,0,Young Adults
3138,49,0.4,0,Young Adults
3139,67,0.2,2,Seniors
3140,34,0.8,1,Middle-Aged
3141,63,0.6,2,Seniors
3142,32,0.1,1,Middle-Aged
3143,30,0.2,1,Middle-Aged
3144,55,0.6,2,Seniors
3145,67,1.0,2,Seniors
3146,46,0.2,0,Young Adults
3147,29,0.5,1,Middle-Aged
3148,23,0.7,1,Middle-Aged
3149,45,0.9,0,Young Adults
3150,49,0.9,0,Young Adults
3151,33,0.5,1,Middle-Aged
3152,49,0.5,0,Young Adults
3153,46,0.6,0,Young Adults
3154,46,0.9,0,Young Adults
3155,24,0.6,1,Middle-Aged
3156,44,0.9,0,Young Adults
3157,44,0.0,0,Young Adults
3158,61,0.4,2,Seniors
3159,65,0.1,2,Seniors
3160,22,0.0,1,Middle-Aged
3161,54,0.1,2,Seniors
3162,54,0.8,2,Seniors
3163,37,0.8,1,Middle-Aged
3164,63,0.8,2,Seniors
3165,48,0.3,0,Young Adults
3166,52,0.3,0,Young Adults
3167,64,0.7,2,Seniors
3168,35,0.3,1,Middle-Aged
3169,34,0.5,1,Middle-Aged
3170,26,0.6,1,Middle-Aged
3171,44,0.9,0,Young Adults
3172,54,0.5,2,Seniors
3173,46,0.4,0,Young Adults
3174,43,0.6,0,Young Adults
3175,38,0.7,1,Middle-Aged
3176,34,0.2,1,Middle-Aged
3177,37,0.3,1,Middle-Aged
3178,44,0.6,0,Young Adults
3179,27,0.4,1,Middle-Aged
3180,48,0.4,0,Young Adults
3181,27,0.7,1,Middle-Aged
3182,45,0.1,0,Young Adults
3183,53,0.6,0,Young Adults
3184,38,0.9,1,Middle-Aged
3185,38,0.4,1,Middle-Aged
3186,51,0.2,0,Young Adults
3187,43,0.6,0,Young Adults
3188,23,0.7,1,Middle-Aged
3189,42,0.2,0,Young Adults
3190,62,0.2,2,Seniors
3191,37,0.3,1,Middle-Aged
3192,31,0.8,1,Middle-Aged
3193,42,0.5,0,Young Adults
3194,38,0.7,1,Middle-Aged
3195,49,0.7,0,Young Adults
3196,21,0.0,1,Middle-Aged
3197,37,0.7,1,Middle-Aged
3198,44,0.6,0,Young Adults
3199,61,0.5,2,Seniors
3200,34,0.2,1,Middle-Aged
3201,43,0.7,0,Young Adults
3202,59,0.3,2,Seniors
3203,60,0.9,2,Seniors
3204,48,0.4,0,Young Adults
3205,46,0.6,0,Young Adults
3206,58,0.7,2,Seniors
3207,51,0.5,0,Young Adults
3208,28,0.5,1,Middle-Aged
3209,26,0.9,1,Middle-Aged
3210,66,0.5,2,Seniors
3211,58,0.6,2,Seniors
3212,51,1.0,0,Young Adults
3213,43,0.7,0,Young Adults
3214,43,0.5,0,Young Adults
3215,49,0.5,0,Young Adults
3216,45,0.3,0,Young Adults
3217,51,0.7,0,Young Adults
3218,66,0.6,2,Seniors
3219,63,0.4,2,Seniors
3220,38,0.9,1,Middle-Aged
3221,35,0.9,1,Middle-Aged
3222,41,0.4,0,Young Adults
3223,54,0.6,2,Seniors
3224,59,0.6,2,Seniors
3225,41,0.6,0,Young Adults
3226,29,0.4,1,Middle-Aged
3227,46,0.1,0,Young Adults
3228,52,0.1,0,Young Adults
3229,30,1.0,1,Middle-Aged
3230,57,0.7,2,Seniors
3231,29,0.8,1,Middle-Aged
3232,54,1.0,2,Seniors
3233,22,0.1,1,Middle-Aged
3234,36,0.8,1,Middle-Aged
3235,66,0.5,2,Seniors
3236,28,1.0,1,Middle-Aged
3237,42,0.7,0,Young Adults
3238,23,0.4,1,Middle-Aged
3239,48,0.6,0,Young Adults
3240,45,0.5,0,Young Adults
3241,54,0.6,2,Seniors
3242,40,1.0,0,Young Adults
3243,43,0.7,0,Young Adults
3244,53,0.6,0,Young Adults
3245,44,0.7,0,Young Adults
3246,43,0.6,0,Young Adults
3247,22,0.3,1,Middle-Aged
3248,67,0.3,2,Seniors
3249,51,0.9,0,Young Adults
3250,50,0.9,0,Young Adults
3251,49,0.6,0,Young Adults
3252,66,0.8,2,Seniors
3253,27,0.6,1,Middle-Aged
3254,58,0.7,2,Seniors
3255,65,0.5,2,Seniors
3256,91,0.9,2,Seniors
3257,34,0.6,1,Middle-Aged
3258,33,0.9,1,Middle-Aged
3259,45,0.5,0,Young Adults
3260,37,0.8,1,Middle-Aged
3261,24,1.0,1,Middle-Aged
3262,45,0.8,0,Young Adults
3263,68,0.6,2,Seniors
3264,54,0.4,2,Seniors
3265,63,0.7,2,Seniors
3266,38,0.4,1,Middle-Aged
3267,46,0.4,0,Young Adults
3268,91,0.9,2,Seniors
3269,63,1.0,2,Seniors
3270,64,0.5,2,Seniors
3271,48,0.5,0,Young Adults
3272,61,0.8,2,Seniors
3273,34,0.2,1,Middle-Aged
3274,55,0.7,2,Seniors
3275,36,0.6,1,Middle-Aged
3276,37,0.6,1,Middle-Aged
3277,64,0.9,2,Seniors
3278,41,0.8,0,Young Adults
3279,36,0.7,1,Middle-Aged
3280,31,0.7,1,Middle-Aged
3281,61,0.7,2,Seniors
3282,50,0.9,0,Young Adults
3283,30,0.5,1,Middle-Aged
3284,47,0.7,0,Young Adults
3285,45,0.8,0,Young Adults
3286,45,0.9,0,Young Adults
3287,60,1.0,2,Seniors
3288,26,0.9,1,Middle-Aged
3289,29,0.7,1,Middle-Aged
3290,53,0.9,0,Young Adults
3291,48,0.8,0,Young Adults
3292,61,0.9,2,Seniors
3293,43,0.7,0,Young Adults
3294,49,0.0,0,Young Adults
3295,44,0.5,0,Young Adults
3296,57,0.2,2,Seniors
3297,68,0.2,2,Seniors
3298,31,0.7,1,Middle-Aged
3299,54,0.4,2,Seniors
3300,24,1.0,1,Middle-Aged
3301,45,0.6,0,Young Adults
3302,35,0.9,1,Middle-Aged
3303,42,0.9,0,Young Adults
3304,51,0.8,0,Young Adults
3305,42,1.0,0,Young Adults
3306,67,0.2,2,Seniors
3307,44,0.4,0,Young Adults
3308,30,0.3,1,Middle-Aged
3309,44,0.2,0,Young Adults
3310,45,0.8,0,Young Adults
3311,45,0.0,0,Young Adults
3312,42,0.4,0,Young Adults
3313,56,0.6,2,Seniors
3314,62,0.5,2,Seniors
3315,59,0.6,2,Seniors
3316,39,0.2,0,Young Adults
3317,42,0.7,0,Young Adults
3318,33,0.9,1,Middle-Aged
3319,64,0.6,2,Seniors
3320,46,1.0,0,Young Adults
3321,37,0.4,1,Middle-Aged
3322,69,0.1,2,Seniors
3323,34,0.4,1,Middle-Aged
3324,46,1.0,0,Young Adults
3325,53,0.5,0,Young Adults
3326,33,0.4,1,Middle-Aged
3327,47,0.7,0,Young Adults
3328,56,0.9,2,Seniors
3329,28,0.8,1,Middle-Aged
3330,54,0.3,2,Seniors
3331,31,0.7,1,Middle-Aged
3332,31,0.2,1,Middle-Aged
3333,45,0.3,0,Young Adults
3334,60,0.7,2,Seniors
3335,61,0.1,2,Seniors
3336,50,0.3,0,Young Adults
3337,38,0.7,1,Middle-Aged
3338,62,0.3,2,Seniors
3339,58,0.9,2,Seniors
3340,44,0.0,0,Young Adults
3341,38,0.0,1,Middle-Aged
3342,55,0.9,2,Seniors
3343,28,0.8,1,Middle-Aged
3344,26,0.9,1,Middle-Aged
3345,63,0.4,2,Seniors
3346,22,0.7,1,Middle-Aged
3347,24,0.9,1,Middle-Aged
3348,55,0.9,2,Seniors
3349,49,0.7,0,Young Adults
3350,46,0.1,0,Young Adults
3351,59,0.5,2,Seniors
3352,41,0.5,0,Young Adults
3353,35,0.7,1,Middle-Aged
3354,36,0.6,1,Middle-Aged
3355,49,0.0,0,Young Adults
3356,46,0.3,0,Young Adults
3357,55,0.9,2,Seniors
3358,25,1.0,1,Middle-Aged
3359,30,0.3,1,Middle-Aged
3360,48,0.6,0,Young Adults
3361,28,0.9,1,Middle-Aged
3362,49,0.9,0,Young Adults
3363,27,0.2,1,Middle-Aged
3364,64,1.0,2,Seniors
3365,30,0.4,1,Middle-Aged
3366,25,0.3,1,Middle-Aged
3367,43,0.5,0,Young Adults
3368,31,0.5,1,Middle-Aged
3369,46,0.6,0,Young Adults
3370,69,0.4,2,Seniors
3371,59,1.0,2,Seniors
3372,50,0.7,0,Young Adults
3373,32,0.4,1,Middle-Aged
3374,64,0.8,2,Seniors
3375,41,0.3,0,Young Adults
3376,55,0.9,2,Seniors
3377,38,0.7,1,Middle-Aged
3378,46,0.7,0,Young Adults
3379,45,1.0,0,Young Adults
3380,35,0.7,1,Middle-Aged
3381,47,0.3,0,Young Adults
3382,62,1.0,2,Seniors
3383,63,0.7,2,Seniors
3384,28,0.6,1,Middle-Aged
3385,63,0.7,2,Seniors
3386,45,0.9,0,Young Adults
3387,46,0.7,0,Young Adults
3388,37,1.0,1,Middle-Aged
3389,33,0.4,1,Middle-Aged
3390,47,0.3,0,Young Adults
3391,37,0.3,1,Middle-Aged
3392,56,0.3,2,Seniors
3393,49,0.5,0,Young Adults
3394,51,0.3,0,Young Adults
3395,63,0.9,2,Seniors
3396,36,0.5,1,Middle-Aged
3397,48,0.1,0,Young Adults
3398,59,0.9,2,Seniors
3399,49,0.5,0,Young Adults
3400,67,0.3,2,Seniors
3401,80,0.7,2,Seniors
3402,58,0.6,2,Seniors
3403,42,0.3,0,Young Adults
3404,45,0.1,0,Young Adults
3405,36,0.6,1,Middle-Aged
3406,65,0.7,2,Seniors
3407,34,0.6,1,Middle-Aged
3408,48,0.6,0,Young Adults
3409,61,0.2,2,Seniors
3410,26,0.4,1,Middle-Aged
3411,49,0.5,0,Young Adults
3412,68,0.2,2,Seniors
3413,70,0.8,2,Seniors
3414,53,0.3,0,Young Adults
3415,66,0.1,2,Seniors
3416,59,0.6,2,Seniors
3417,26,0.3,1,Middle-Aged
3418,44,0.5,0,Young Adults
3419,55,0.6,2,Seniors
3420,45,0.2,0,Young Adults
3421,60,0.7,2,Seniors
3422,56,0.2,2,Seniors
3423,47,1.0,0,Young Adults
3424,62,0.6,2,Seniors
3425,34,0.9,1,Middle-Aged
3426,40,0.3,0,Young Adults
3427,41,1.0,0,Young Adults
3428,50,0.5,0,Young Adults
3429,46,0.6,0,Young Adults
3430,64,0.4,2,Seniors
3431,67,0.2,2,Seniors
3432,57,0.7,2,Seniors
3433,26,0.5,1,Middle-Aged
3434,55,0.9,2,Seniors
3435,25,0.7,1,Middle-Aged
3436,49,0.3,0,Young Adults
3437,30,0.7,1,Middle-Aged
3438,48,0.4,0,Young Adults
3439,29,1.0,1,Middle-Aged
3440,44,0.7,0,Young Adults
3441,51,0.0,0,Young Adults
3442,55,0.4,2,Seniors
3443,38,0.7,1,Middle-Aged
3444,59,0.6,2,Seniors
3445,26,0.9,1,Middle-Aged
3446,65,0.3,2,Seniors
3447,37,0.6,1,Middle-Aged
3448,40,0.2,0,Young Adults
3449,54,0.5,2,Seniors
3450,45,0.7,0,Young Adults
3451,39,0.9,0,Young Adults
3452,61,0.2,2,Seniors
3453,28,0.6,1,Middle-Aged
3454,58,0.6,2,Seniors
3455,45,0.6,0,Young Adults
3456,47,0.4,0,Young Adults
3457,63,0.4,2,Seniors
3458,65,0.7,2,Seniors
3459,36,0.6,1,Middle-Aged
3460,34,1.0,1,Middle-Aged
3461,49,0.9,0,Young Adults
3462,51,0.6,0,Young Adults
